Rank,Name,Platform,Year,Genre
4382,Silent Hill: Homecoming,28,,0
4383,SingStar Take That,16,2009.0,3
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,19,2010.0,8
4385,Final Fantasy Collection,15,1999.0,7
4386,Disney Sing It! High School Musical 3: Senior Year,16,2008.0,3
4387,NBA Live 10,28,2009.0,10
4388,Samurai Warriors: Xtreme Legends,16,2004.0,0
4389,Tony Hawk's Proving Ground,17,2007.0,10
4390,NHL FaceOff,15,1994.0,10
4391,WWE WrestleMania 21,29,2005.0,2
4392,Brunswick Pro Bowling,28,2010.0,10
4393,Worms: Open Warfare 2,19,2007.0,11
4394,NBA Live 2005,7,2004.0,10
4395,Defender II,0,1987.0,8
4396,WWE Day of Reckoning,7,2004.0,2
4397,Dragon Quest Heroes: Rocket Slime,4,2005.0,0
4398,ATV Quad Power Racing 2,29,2003.0,6
4399,Walt Disney World Quest: Magical Racing Tour,15,2000.0,6
4400,Sled Storm,16,2002.0,6
4401,Vandal Hearts,15,1996.0,7
4402,Mario Tennis Ultra Smash,27,2015.0,10
4403,Celebrity Sports Showdown,26,2008.0,10
4404,Jawbreaker,0,1981.0,0
4405,Scooby-Doo! Mystery Mayhem,16,2004.0,0
4406,Mario Golf: Advance Tour,6,2004.0,10
4407,Crash: Mind Over Mutant,19,2008.0,4
4408,Karaoke Revolution,26,2009.0,3
4409,Discovery Kids: Kitten Corner,4,2009.0,9
4410,Just Dance 2014,30,2013.0,3
4411,Yu-Gi-Oh! Capsule Monster Coliseum,16,2004.0,3
4412,Payday 2,17,2013.0,8
4413,Major League Baseball 2K6,16,2006.0,10
4414,Jampack Volume 13 (RP-M),16,2005.0,3
4415,World Soccer Winning Eleven 9,29,2005.0,10
4416,NBA Live 2000,10,1999.0,10
4417,Teenage Mutant Ninja Turtles 2: Battle Nexus,16,2004.0,0
4418,"SpongeBob SquarePants: Lights, Camera, Pants!",16,2005.0,3
4419,Disney Infinity 3.0,28,2015.0,0
4420,TouchMaster 3,4,2009.0,5
4421,The Thing,16,2002.0,1
4422,Disney Infinity 3.0,27,2015.0,0
4423,Van Helsing,16,2004.0,0
4424,X-Men Legends II: Rise of Apocalypse,29,2005.0,7
4425,Food Network: Cook or Be Cooked,26,2009.0,3
4426,Transformers: Fall of Cybertron,28,2012.0,0
4427,Metro: Last Light,17,2013.0,0
4428,The Urbz: Sims in the City (all regions sales),4,2004.0,9
4429,Spawn: Armageddon,16,2003.0,0
4430,The Godfather (US sales),29,2006.0,0
4431,DmC: Devil May Cry,28,2013.0,0
4432,Plants vs. Zombies: Garden Warfare 2,30,2016.0,8
4433,World Stadium EX,15,1996.0,10
4434,Tiger Woods PGA Tour 2003,29,2002.0,10
4435,Battlefield 2: Modern Combat,16,2005.0,8
4436,G-Force,26,2009.0,0
4437,Ben 10 Alien Force: Vilgax Attacks,26,2009.0,0
4438,50 Cent: Bulletproof,29,2005.0,0
4439,Densetsu no Stafi 2,6,2003.0,4
4440,Independence Day,15,1997.0,8
4441,Need for Speed: Shift 2 Unleashed,28,2011.0,6
4442,Chocobo Racing,15,1999.0,6
4443,Ninja Gaiden 3,17,2012.0,0
4444,Child of Eden,28,2011.0,8
4445,LEGO Star Wars II: The Original Trilogy,29,2006.0,0
4446,Family Fest Presents Circus Games,26,2008.0,3
4447,My Spanish Coach,4,2007.0,3
4448,The Darkness,28,2007.0,8
4449,Gundam SEED: Federation vs. Z.A.F.T.,16,2005.0,8
4450,Ms. Pac-Man Maze Madness,15,2000.0,5
4451,Blood Omen: Legacy of Kain,15,1996.0,7
4452,Super Bomberman 4,23,1996.0,5
4453,Bomberman II,11,1991.0,5
4454,Duke Nukem 64,10,1997.0,8
4455,Sin and Punishment: Star Successor,26,2009.0,8
4456,Jump Start Pet Rescue,26,2009.0,3
4457,Naughty Bear,17,2010.0,0
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",7,2005.0,3
4459,Super Robot Taisen OG: Original Generations,16,2007.0,11
4460,Army Men World War: Final Front,15,2001.0,0
4461,Petz: Horsez 2,4,2007.0,9
4462,Puppy Luv: Spa and Resort,4,2007.0,9
4463,Yu-Gi-Oh! 5D's Tag Force 4,19,2009.0,11
4464,MX Unleashed,29,2004.0,6
4465,Jikkyou Powerful Pro Yakyuu 9,16,2002.0,10
4466,Grind Session,15,2000.0,10
4467,Naruto: Gekito Ninja Taisen! 3,7,2004.0,2
4468,Barbie: Groom and Glam Pups,4,2010.0,0
4469,Wario World,7,2003.0,4
4470,Scooby-Doo! Mystery Mayhem,6,2003.0,0
4471,Super Breakout,0,,5
4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,16,2003.0,3
4473,Deer Drive,4,2010.0,10
4474,Robert Ludlum's The Bourne Conspiracy,28,,0
4475,Just Dance 4,17,2012.0,3
4476,TimeSplitters 2,7,2002.0,8
4477,Battlebots: Design & Destroy,6,2003.0,0
4478,Devil May Cry HD Collection,28,2012.0,0
4479,Eternal Darkness: Sanity's Requiem,7,2002.0,1
4480,Power Rangers: S.P.D.,6,2004.0,0
4481,Naruto: Ultimate Ninja 3,16,2005.0,2
4482,SingStar Motown,16,2009.0,3
4483,Neon Genesis Evangelion,21,1996.0,1
4484,Nicktoons: Attack of the Toybots,26,2007.0,4
4485,Mobile Suit Gundam: One Year War,16,2005.0,0
4486,Tongari Boushi to Mahou no Otana,4,2010.0,9
4487,NFL Blitz 20-03,16,2002.0,10
4488,Just Dance: Summer Party,26,2011.0,3
4489,SpongeBob's Atlantis SquarePantis,16,2007.0,0
4490,Dragon Ball Z: Shin Budokai - Another Road,19,2007.0,2
4491,Master of Illusion,4,2006.0,5
4492,Star Wars: Jedi Starfighter,29,2002.0,9
4493,Remington Great American Bird Hunt,26,2009.0,10
4494,Classic NES Series: Metroid,6,2004.0,1
4495,Alpha Protocol,17,2010.0,7
4496,Tetris Axis,2,2011.0,5
4497,Dora the Explorer: Dora Puppy,4,2009.0,3
4498,Primal,16,2003.0,0
4499,Madden NFL 2002,10,2001.0,10
4500,Need for Speed Underground 2,6,2004.0,6
4501,007: Quantum of Solace,16,2008.0,0
4502,Spec Ops: Covert Assault,15,2001.0,8
4503,SSX Tricky,29,2001.0,10
4504,Flight Control Rocket,6,2005.0,9
4505,FIFA 14,13,2013.0,10
4506,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",16,2005.0,0
4507,Trials Fusion,18,2014.0,6
4508,Wheel of Fortune,4,2010.0,3
4509,NiGHTS into dreams...,21,1996.0,4
4510,NCAA Football 2004,29,2003.0,10
4511,Overwatch,13,2016.0,8
4512,Rock Band 4,30,2015.0,3
4513,NBA Jam,26,2010.0,10
4514,Bionicle,16,2003.0,0
4515,Minecraft,27,2016.0,3
4516,MLB 2002,15,2001.0,10
4517,Sleeping Dogs,18,2014.0,0
4518,TimeSplitters,16,2000.0,8
4519,Barnstorming,0,1981.0,0
4520,InuYasha: The Secret of the Cursed Mask,16,2004.0,7
4521,Rune Factory 3: A Fantasy Harvest Moon,4,2009.0,7
4522,The Powerpuff Girls: Him and Seek,6,2002.0,4
4523,Mega Man Zero 2,6,2003.0,4
4524,Wonder Project J: Kikai no Shonen Pino,23,1994.0,9
4525,2010 FIFA World Cup South Africa,26,2010.0,10
4526,Atelier Totori: The Adventurer of Arland,17,2010.0,7
4527,Spec Ops: The Line,28,2012.0,8
4528,The Fairly Odd Parents: Game Boy Advance Video Volume 1,6,2004.0,3
4529,Ghostbusters: The Video Game,16,2009.0,0
4530,Hunter: The Reckoning  Wayward,16,2003.0,0
4531,How to Train Your Dragon,26,2010.0,0
4532,Command & Conquer 3: Tiberium Wars,28,2007.0,11
4533,WipEout 64,10,1998.0,6
4534,Mischief Makers,10,1997.0,4
4535,Max Payne 3,13,2012.0,8
4536,Petz Bunnyz,4,2008.0,9
4537,Castlevania: Portrait of Ruin,4,2006.0,4
4538,NHL Slapshot,26,,10
4539,EyeToy: AntiGrav,16,2004.0,10
4540,FIFA 14,26,2013.0,10
4541,EverQuest Online Adventures,16,2003.0,7
4542,Cool Boarders,15,1996.0,10
4543,"999: Nine Hours, Nine Persons, Nine Doors",4,2009.0,1
4544,Mobile Suit Gundam: Zeonic Front,16,2001.0,9
4545,Zone of the Enders HD Collection,17,2012.0,9
4546,Def Jam Icon,17,2007.0,0
4547,Tales of the World: Radiant Mythology,19,2006.0,7
4548,Monopoly,16,2008.0,3
4549,Dawn of Mana,16,2006.0,7
4550,Microsoft Flight Simulator X,13,2006.0,9
4551,Lego Batman 3: Beyond Gotham,30,2014.0,0
4552,Madden NFL 2003,7,2002.0,10
4553,NASCAR Kart Racing,26,2009.0,6
4554,Disney Sing It,28,2008.0,3
4555,Backyard Baseball,6,2002.0,10
4556,Call of Duty: Black Ops II,27,2012.0,8
4557,TRON: Evolution,17,2010.0,0
4558,Midway Arcade Treasures,29,2003.0,3
4559,Call of Duty: Modern Warfare: Mobilized,4,2009.0,8
4560,Petz: Horsez 2,26,2007.0,9
4561,The Smurfs,4,2011.0,0
4562,Bakugan: Battle Brawlers,16,2009.0,0
4563,NHL FaceOff 99,15,1997.0,10
4564,Skylanders: Trap Team,18,2014.0,0
4565,SEGA Classics Collection,16,2005.0,3
4566,Pirates of the Caribbean: At World's End,19,2007.0,0
4567,Juiced: Eliminator,19,2006.0,6
4568,Naruto: Ninja Council 3,4,2006.0,0
4569,Neon Genesis Evangelion 2nd Impression,21,1997.0,7
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,19,2011.0,11
4571,NBA Street,7,2002.0,10
4572,Ben 10 Alien Force: Vilgax Attacks,4,2009.0,0
4573,Ben 10 Alien Force: Vilgax Attacks,19,2009.0,0
4574,Valkyrie Profile: Covenant of the Plume,4,2008.0,7
4575,The Legend of Spyro: The Eternal Night,16,2007.0,4
4576,Mega Man Battle Network,6,2001.0,7
4577,LEGO Rock Band,17,2009.0,3
4578,25 to Life,16,2006.0,8
4579,NHL 2K6,16,2005.0,10
4580,Medal of Honor: Rising Sun,7,2003.0,8
4581,The Sims,29,2003.0,9
4582,Guitar Hero: Smash Hits,28,2009.0,3
4583,Dog's Life,16,2003.0,1
4584,The X Files,15,1999.0,1
4585,Super Wagyan Land,23,1991.0,0
4586,Rascal,15,1998.0,0
4587,Hometown Story,2,2013.0,7
4588,Tony Hawk's American Wasteland,7,2005.0,10
4589,Top Spin 4,28,2011.0,10
4590,Famicom Mini: Super Mario Bros. 2,6,2004.0,4
4591,Crash: Mind Over Mutant,4,2008.0,4
4592,Medal of Honor Heroes 2,26,2007.0,8
4593,Yu-Gi-Oh! GX: Tag Force 2,19,2007.0,11
4594,Colony Wars,15,1997.0,9
4595,All-Star Baseball 2004,16,2003.0,10
4596,Big Strike Bowling,15,2003.0,10
4597,Ragnarok Odyssey,20,2012.0,7
4598,Harry Potter and the Deathly Hallows - Part 1,4,2010.0,0
4599,Horsez,4,2006.0,9
4600,SpongeBob's Truth or Square (US sales),4,2009.0,0
4601,NASCAR Thunder 2002,15,2001.0,6
4602,Grandia,21,1997.0,7
4603,ESPN NHL 2K5,29,2004.0,10
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,6,2005.0,3
4605,Hot Wheels World Race,16,2003.0,6
4606,Avatar: The Last Airbender - The Burning Earth,16,2007.0,0
4607,Superman: Shadow of Apokolips,16,2002.0,0
4608,NiGHTS: Journey of Dreams,26,2007.0,4
4609,American Chopper,16,2004.0,6
4610,Vanquish,28,2010.0,8
4611,Star Wars Trilogy: Apprentice of the Force,6,2004.0,0
4612,Marvel Super Hero Squad,4,2009.0,2
4613,Lemony Snicket's A Series of Unfortunate Events,6,2004.0,4
4614,JGTC: All-Japan Grand Touring Car Championship,15,1998.0,6
4615,NBA Live 06,19,2005.0,10
4616,Arc the Lad III,15,1999.0,7
4617,Solitaire Overload,4,2007.0,3
4618,Mobile Suit Gundam: Gundam vs. Gundam,19,2008.0,2
4619,Test Drive,29,2002.0,6
4620,Jikkyou Powerful Pro Yakyuu 11,16,2004.0,10
4621,Ghost Trick: Phantom Detective,4,2010.0,1
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,16,2003.0,0
4623,Rush 2: Extreme Racing USA,10,1998.0,6
4624,NFL Blitz 2001,10,2000.0,10
4625,Dr. Mario 64,10,2001.0,5
4626,Jikkyou Powerful Pro Yakyuu 6,10,1999.0,10
4627,Army Men: Sarge's Heroes 2,10,2000.0,8
4628,James Bond 007: Everything or Nothing,7,2004.0,8
4629,Green Day: Rock Band,17,2010.0,3
4630,Wolfenstein: The Old Blood,18,2015.0,0
4631,MLB 08: The Show,16,2008.0,10
4632,Disney Infinity 2.0: Marvel Super Heroes,30,2014.0,0
4633,Dance Dance Revolution Ultramix 2,29,2004.0,9
4634,Mega Man Anniversary Collection,7,2004.0,4
4635,Blazing Angels: Squadrons of WWII,28,2006.0,9
4636,Super Famista 4,23,1995.0,10
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,6,2004.0,3
4638,Cabela's Legendary Adventures,16,2008.0,10
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,4,2010.0,3
4640,Harry Potter and the Goblet of Fire,7,2005.0,0
4641,JumpStart: Escape from Adventure Island,26,2009.0,1
4642,Thrillville: Off the Rails,16,2007.0,11
4643,Style Lab: Makeover,4,2009.0,9
4644,Condemned: Criminal Origins,28,2005.0,0
4645,Mega Man X6,15,2001.0,0
4646,Monster Jam: Urban Assault,26,2008.0,6
4647,BloodRayne,16,2002.0,8
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,7,2005.0,5
4649,Castlevania: Curse of Darkness,16,2005.0,0
4650,Tom Clancy's HAWX 2,17,2010.0,0
4651,Harvest Moon: Grand Bazaar,4,2008.0,9
4652,International Superstar Soccer Pro '98,15,1998.0,10
4653,Jimmy Neutron: Boy Genius,6,2001.0,4
4654,Black,29,2006.0,8
4655,Zack & Wiki: Quest for Barbaros' Treasure,26,2007.0,1
4656,Double Pack: Finding Nemo / The Incredibles,29,2006.0,0
4657,Star Wars The Clone Wars: Republic Heroes,19,2009.0,0
4658,NBA 2K11,19,2010.0,0
4659,Animal Crossing: Amiibo Festival,27,2015.0,3
4660,Hyrule Warriors,2,2016.0,0
4661,Harry Potter and the Deathly Hallows - Part 1,17,2010.0,0
4662,Fishing Resort,26,2011.0,10
4663,WWE All Stars,17,2011.0,2
4664,Lord of the Rings: The Third Age,29,2004.0,7
4665,Football Manager Handheld 2011,19,2010.0,10
4666,Pirates of the Caribbean: At World's End,16,2007.0,0
4667,Mega Man Legends 2,15,2000.0,1
4668,X-Men vs. Street Fighter,15,1997.0,2
4669,High Rollers Casino,16,2004.0,3
4670,Castlevania: The Dracula X Chronicles,19,2007.0,4
4671,The Suffering,16,2004.0,0
4672,Cyber Troopers Virtual-On,21,1995.0,2
4673,Katamari Forever,17,2009.0,5
4674,Star Wars Starfighter: Special Edition,29,2001.0,9
4675,TimeShift,28,2007.0,8
4676,NBA Jam,16,2003.0,10
4677,Zone of the Enders: The 2nd Runner,16,2003.0,9
4678,Ghostbusters: The Video Game,4,2009.0,0
4679,Attack on Titan: Humanity in Chains,2,2013.0,0
4680,Jampack Spring 2004 (RP-T),16,2003.0,3
4681,Dexter's Laboratory Deesaster Strikes,6,2001.0,1
4682,NFL GameDay 2004,16,2003.0,10
4683,Scooby-Doo and the Cyber Chase,6,2001.0,1
4684,Danganronpa: Trigger Happy Havoc,20,2013.0,3
4685,TERA,13,,7
4686,Tomb Raider: The Last Revelation,13,1998.0,0
4687,pro evolution soccer 2011,16,2010.0,10
4688,Sega Rally Championship 2,3,1999.0,6
4689,Quake II,15,1998.0,8
4690,Crash of the Titans,16,2007.0,0
4691,BioShock,13,2007.0,8
4692,Cars: Mater-National Championship,17,2007.0,6
4693,MLB 10: The Show,16,2010.0,10
4694,Wheel of Fortune: 2nd Edition,15,2000.0,3
4695,Tom Clancy's Rainbow Six: Lockdown,29,2005.0,8
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,19,2009.0,2
4697,Cool Boarders 2001,15,2000.0,10
4698,Grudge Warriors,15,1999.0,0
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,15,2000.0,10
4700,Destiny: The Taken King,17,2015.0,8
4701,Mobile Suit Gundam,21,1995.0,0
4702,Mass Effect Trilogy,28,2012.0,0
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",19,2009.0,8
4704,Wolfenstein: The New Order,28,2014.0,8
4705,James Patterson Women's Murder Club: Games of Passion,4,2009.0,1
4706,Farming Simulator 2015,28,2015.0,9
4707,Jimmy Neutron: Boy Genius,16,2002.0,4
4708,Itadaki Street DS,4,2007.0,3
4709,Castlevania: Order of Ecclesia,4,2008.0,4
4710,BlazBlue: Continuum Shift,17,2010.0,2
4711,X-Men: The Official Game,16,2006.0,0
4712,300: March to Glory,19,2007.0,0
4713,E0: Enemy Zero,21,1996.0,1
4714,Nicktoons: Unite!,16,2005.0,1
4715,Six Flags Fun Park,26,2009.0,3
4716,Spore Hero,26,2009.0,9
4717,Mass Effect Trilogy,17,2012.0,0
4718,NASCAR Racing,15,1996.0,6
4719,LEGO Jurassic World,20,2015.0,0
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,26,2009.0,3
4721,Up,19,2009.0,0
4722,Spider-Man: Web of Shadows,28,2008.0,0
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,16,2002.0,1
4724,SpongeBob SquigglePants,26,2011.0,3
4725,Cars: Race-O-Rama,19,2009.0,6
4726,Fantastic Pets,28,2011.0,9
4727,Command & Conquer: Red Alert,15,1997.0,11
4728,Star Wars The Clone Wars: Republic Heroes,4,2009.0,0
4729,Dig Dug,11,1985.0,5
4730,Ogre Battle 64: Person of Lordly Caliber,10,1999.0,7
4731,Superman: The New Superman Adventures,10,1999.0,0
4732,UEFA Euro 2008 Austria-Switzerland,17,2008.0,10
4733,The Terminator: Dawn of Fate,16,2002.0,0
4734,The LEGO Movie Videogame,20,2014.0,0
4735,Rogue Galaxy: Director's Cut,16,2007.0,7
4736,Armored Core,15,1997.0,9
4737,Monster Trucks Mayhem,26,2009.0,6
4738,Winter Sports 2: The Next Challenge,26,2008.0,10
4739,Green Day: Rock Band,28,2010.0,3
4740,Densha De Go! 2,15,1999.0,9
4741,Transformers: Fall of Cybertron,17,2012.0,0
4742,Call of Duty: Advanced Warfare,13,2014.0,8
4743,Disney Princess: Enchanting Storybooks,26,2011.0,3
4744,Monopoly Streets,17,2010.0,3
4745,Band Hero,16,2009.0,3
4746,The Wonderful 101,27,2013.0,0
4747,No More Heroes 2: Desperate Struggle,26,2010.0,0
4748,Battlefield 2: Modern Combat,28,2006.0,8
4749,Armored Core 2: Another Age,16,2001.0,9
4750,Buzz! Junior: Jungle Party,16,2006.0,3
4751,Mortal Kombat: Deadly Alliance,7,2002.0,2
4752,Marvel: Ultimate Alliance,26,2006.0,7
4753,NBA 2K11,16,2010.0,0
4754,AKB1/48: Idol to Koishitara...,19,2010.0,3
4755,Pro Pinball,15,1996.0,3
4756,'98 Koshien,15,1998.0,10
4757,NBA 2K9,16,2008.0,10
4758,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),6,2001.0,3
4759,Speed Racer: The Videogame,26,2008.0,6
4760,Naughty Bear,28,2010.0,0
4761,Littlest Pet Shop,26,2008.0,9
4762,TNA iMPACT!,17,2008.0,2
4763,Just Dance Kids 2,28,2011.0,3
4764,Duke Nukem Forever,13,2011.0,8
4765,Hatsune Miku: Project Diva 2nd,19,2010.0,3
4766,Marvel: Ultimate Alliance 2,16,2009.0,7
4767,Mario no Super Picross,23,1995.0,5
4768,"Ed, Edd n Eddy: The Mis-Edventures",16,2005.0,4
4769,Jikkyou Powerful Pro Yakuu '94,23,1994.0,10
4770,Disney's Tarzan Untamed,16,2001.0,4
4771,Borderlands: The Handsome Collection,30,2015.0,8
4772,The Gunstringer,28,2011.0,8
4773,Knockout Kings 2001,15,2000.0,2
4774,From Russia With Love,16,2005.0,0
4775,FIFA Soccer 13,13,2012.0,0
4776,Asura's Wrath,17,2012.0,0
4777,Avatar: The Game,4,2009.0,0
4778,My Virtual Tutor: Reading Adventure First to Second Grade,4,2009.0,3
4779,Minority Report: Everybody Runs,16,2002.0,0
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,15,2003.0,3
4781,NFL GameDay 2002,15,2001.0,10
4782,Pengo,0,1983.0,1
4783,Disney Sing It! High School Musical 3: Senior Year,17,2008.0,3
4784,Story of Seasons,2,2014.0,9
4785,Beowulf: The Game,28,2007.0,0
4786,Mouse Trap,0,1981.0,0
4787,Super Monkey Ball: Step & Roll,26,2010.0,0
4788,Hatsune Miku: Project Diva F 2nd,20,2014.0,3
4789,Overlord,28,2007.0,11
4790,Tak and the Power of Juju,7,2003.0,4
4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",17,2007.0,0
4792,Sega Superstars Tennis,17,2008.0,10
4793,LEGO Harry Potter: Years 5-7,2,,0
4794,Dragon Quest X,27,2013.0,7
4795,Wall-E,17,2008.0,4
4796,Medarot: Kabuto / Kuwagata Version,5,1997.0,7
4797,NBA 2K10,16,2009.0,10
4798,Defender,16,2002.0,3
4799,NFL GameDay 2003,16,,10
4800,WipeOut 3 The Game,26,2012.0,0
4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,26,2009.0,3
4802,Thief (2014),17,2014.0,0
4803,Congo Bongo,0,1982.0,0
4804,Gauntlet: Seven Sorrows,16,2005.0,7
4805,Harry Potter: Quidditch World Cup,7,2003.0,10
4806,Advance Wars: Dual Strike,4,2005.0,11
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,4,2009.0,0
4808,Warriors Orochi 2 (JP sales),16,2008.0,0
4809,WWE SmackDown! vs. RAW 2006,19,2005.0,2
4810,The Chronicles of Narnia: Prince Caspian,16,2008.0,0
4811,The Incredibles: Rise of the Underminer,6,2005.0,0
4812,Pet in TV,15,1997.0,11
4813,Battalion Wars,7,2005.0,11
4814,NBA ShootOut 2000,15,1999.0,10
4815,Power Rangers: Dino Thunder,7,2004.0,0
4816,Rocksmith 2014,30,2014.0,3
4817,Samurai Shodown,23,1994.0,2
4818,NHL 15,30,2014.0,10
4819,TMNT,26,2007.0,0
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,26,2009.0,0
4821,Cabela's Big Game Hunter 2010,17,2009.0,10
4822,EA Sports UFC 2,30,2016.0,10
4823,Fighting Vipers,21,1995.0,2
4824,NCAA GameBreaker 2000,15,1999.0,10
4825,Iron Man 2,17,2010.0,0
4826,The Legend of Spyro: Dawn of the Dragon,16,2008.0,4
4827,AKB1/48: Idol to Guam de Koishitara...,19,2011.0,3
4828,RR64: Ridge Racer 64,10,1999.0,6
4829,Top Gear Rally,10,1997.0,6
4830,NFL Quarterback Club 2000,10,1999.0,10
4831,Mortal Kombat Mythologies: Sub-Zero,10,1997.0,2
4832,18 Wheeler: American Pro Trucker,16,2001.0,6
4833,Atari Anthology,16,2004.0,3
4834,Bugs Bunny: Lost in Time,15,1999.0,4
4835,NBA Jam,28,2010.0,10
4836,Sherlock Holmes: The Mystery of the Mummy,4,2009.0,1
4837,Hot Wheels: Beat That!,16,2007.0,6
4838,MLB 2006,16,2005.0,10
4839,Star Wars The Clone Wars: Republic Heroes,28,2009.0,0
4840,Brunswick Pro Bowling,16,2007.0,10
4841,Mafia II,13,2010.0,0
4842,Rocket Power: Dream Scheme,6,2001.0,0
4843,SpongeBob's Truth or Square (US sales),26,2009.0,0
4844,MX vs. ATV Unleashed,29,2005.0,6
4845,Rampage: Total Destruction,7,2006.0,0
4846,Planet 51,4,2009.0,0
4847,The Urbz: Sims in the City,7,2004.0,9
4848,Road Rash: Jailbreak,15,1999.0,6
4849,Mother 3,6,2006.0,7
4850,Nicktoons: Freeze Frame Frenzy,6,2004.0,0
4851,Diner Dash: Sizzle & Serve,4,2007.0,5
4852,Rapala Pro Bass Fishing 2010,28,2010.0,10
4853,Legends of WrestleMania,28,2009.0,2
4854,Wii Sports Club,27,2014.0,10
4855,Tomb Raider: Anniversary,28,2007.0,0
4856,You Don't Know Jack,15,1999.0,3
4857,Mystery Dungeon: Shiren the Wanderer,23,1995.0,7
4858,Sonic Lost World,27,2013.0,4
4859,Condemned 2: Bloodshot,17,2008.0,0
4860,Silent Hill: Homecoming,17,,0
4861,Star Wars: Clone Wars,7,2002.0,8
4862,NBA Live 2002,29,2001.0,10
4863,Boku no Natsuyasumi,15,2000.0,1
4864,Armored Core V,17,2012.0,9
4865,I-Ninja,16,2003.0,4
4866,Command & Conquer,15,1996.0,11
4867,Harvest Moon: Save the Homeland,16,,9
4868,NBA Jam,17,2010.0,10
4869,Mass Effect 2,13,2010.0,7
4870,SD Gundam G Generation Seed,16,2004.0,11
4871,Call of Duty: Finest Hour,7,2004.0,8
4872,Scooby-Doo! and the Spooky Swamp,4,2010.0,0
4873,Naruto: Path of the Ninja,4,2007.0,7
4874,Rise of the Tomb Raider,28,2015.0,1
4875,Hitman: Blood Money,28,2006.0,0
4876,Tales of Phantasia,23,1995.0,7
4877,Alpha Protocol,28,2010.0,7
4878,Suzuki TT Superbikes,16,2005.0,6
4879,Rumble Roses,16,2004.0,2
4880,Just Dance 2014,17,2013.0,3
4881,Fantastic Four: Rise of the Silver Surfer,16,2007.0,0
4882,Ultimate Spider-Man,29,2005.0,0
4883,GRID 2,17,2013.0,6
4884,LEGO The Lord of the Rings,2,2012.0,0
4885,Juiced 2: Hot Import Nights,16,2007.0,6
4886,Skylanders: SuperChargers,17,2015.0,0
4887,NHL 99,10,1998.0,10
4888,NBA 2K10,26,2009.0,10
4889,Dungeon Siege III,17,2011.0,7
4890,Viking: Battle for Asgard,17,2008.0,0
4891,Brunswick Pro Bowling,26,2007.0,10
4892,Monster Jam: Urban Assault,4,2008.0,6
4893,Danball Senki,19,2011.0,7
4894,NASCAR Heat,15,2000.0,6
4895,Bloody Roar,15,1997.0,2
4896,Bump 'n' Jump,0,1982.0,6
4897,Mobile Suit Gundam: Lost War Chronicles,16,2002.0,8
4898,Disney's Brother Bear,6,2003.0,0
4899,Naruto: Clash of Ninja Revolution 2,26,2008.0,2
4900,NBA Live 09,16,2008.0,10
4901,LEGO Star Wars III: The Clone Wars,19,2011.0,0
4902,The House of The Dead III,29,2002.0,8
4903,Rune Factory: Frontier,26,2008.0,7
4904,Fire Emblem: Fuuin no Tsurugi,6,2002.0,7
4905,SpongeBob's Truth or Square (US sales),19,2009.0,0
4906,FIFA 12,2,2011.0,10
4907,Ener-G: Gym Rockets,4,2008.0,10
4908,The Darkness II,28,2012.0,8
4909,NBA Live 09,19,2008.0,10
4910,Laser Blast,0,1981.0,0
4911,Dancing with the Stars: We Dance!,4,2008.0,3
4912,LocoRoco,19,2006.0,4
4913,Thrasher Presents: Skate and Destroy,15,1998.0,10
4914,Are You Smarter than a 5th Grader? Make the Grade,4,2008.0,3
4915,Donkey Konga 2,7,2004.0,3
4916,Just Dance 2014,18,2013.0,3
4917,Metal Gear Solid: The Legacy Collection,17,2013.0,1
4918,Tear Ring Saga Yutona Eiyuu Senki,15,2001.0,7
4919,Project X Zone,2,2012.0,7
4920,Red Faction: Armageddon,28,2011.0,8
4921,Wipeout 2048,20,2012.0,6
4922,Need for Speed: Nitro,4,2009.0,6
4923,Mystery Case Files: The Malgrave Incident,26,2011.0,1
4924,Yoshi Touch & Go,4,2005.0,4
4925,EA Sports Active 2,28,2010.0,10
4926,Combat of Giants: Dinosaurs 3D,2,2011.0,11
4927,Taiko no Tatsujin Wii: Ketteiban,26,2011.0,3
